Name,MB,Year,House
Kennilworthy Belby,1,6,Gryffindor
Marge Corner,13,2,Ravenclaw
Hengist of Woodcroft Whisp,6,3,Gryffindor
Newton Higgs,10,6,Hufflepuff
Phineas Nigellus Quirke,5,3,Ravenclaw
Violet Ogden,9,3,Slytherin
John Mumps,6,3,Gryffindor
Grawp Murray,12,2,Ravenclaw
Bill Bode,3,6,Slytherin
Padma Imago,14,2,Ravenclaw
Bozo Dumbledore,11,4,Hufflepuff
Bane Robins,16,6,Ravenclaw
Godric Prince,9,3,Slytherin
Dirk Riddle,15,6,Ravenclaw
Cuthbert Malfoy,13,6,Ravenclaw
Dennis Ravenclaw,1,3,Gryffindor
Lee Dumbledore,8,3,Hufflepuff
Marge Black,12,6,Ravenclaw
Arcturus Warrington,6,5,Gryffindor
Trevor Chang,16,3,Ravenclaw
Remus Fudge,7,5,Gryffindor
Rose Bones,12,4,Ravenclaw
You-Know-Who Dedalus,6,6,Gryffindor
Uric Jorkins,5,2,Ravenclaw
Amelia Susan Dolohov,5,3,Ravenclaw
Bartemius Crouch Junior Carrow,16,2,Ravenclaw
Padfoot Snape,14,3,Ravenclaw
Barberus Kettleburn,10,3,Hufflepuff
Barnabas the Barmy Finch-Fletchley,15,3,Ravenclaw
Pomona Maxime,5,5,Ravenclaw
Prongs Clearwater,11,2,Hufflepuff
Moran Wood,9,3,Slytherin
Rose Dedalus,3,4,Slytherin
Sirius Flitwick,6,4,Gryffindor
Travers ,9,6,Slytherin
Helga Gudgeon,12,6,Ravenclaw
Catriona Skeeter,7,4,Gryffindor
Fat Friar Slytherin,6,5,Gryffindor
Errol Meliflua,5,5,Ravenclaw
Modesty Mimsey-Porpington,6,3,Gryffindor
Livius Hagrid,4,5,Slytherin
Andrew Jones,4,2,Slytherin
Ted ,14,3,Ravenclaw
Dirk Rookwood,13,4,Ravenclaw
Jimmy Rosier,3,3,Slytherin
Ripper MacMillian,1,4,Gryffindor
Piers Rabnott,10,2,Hufflepuff
Cedric Bones,11,5,Hufflepuff
Clara Belby,16,4,Ravenclaw
Morgana Brown,12,6,Ravenclaw
Errol Finch-Fletchley,12,6,Ravenclaw
Percy Umfraville,12,6,Ravenclaw
Adalbert Jordan,10,2,Hufflepuff
Grawp Filch,6,4,Gryffindor
Penelope Lestrange,12,4,Ravenclaw
Albus percival Wulfric Brian Maxime,15,6,Ravenclaw
Bane Clagg,11,2,Hufflepuff
Bertha Granger,1,5,Gryffindor
Edgar ,11,5,Hufflepuff
Ignotus Fletcher,2,6,Slytherin
Armando Zabini,13,3,Ravenclaw
Peter Smith,12,4,Ravenclaw
Anthony Goldstein,1,2,Gryffindor
Wilbert Volkov,12,4,Ravenclaw
Miranda Black,4,5,Slytherin
Inigo Weasley,1,2,Gryffindor
Stubby Volkov,2,2,Slytherin
Scabior ,8,5,Hufflepuff
Arsenius Grunnion,3,4,Slytherin
Dennis Peverell,4,3,Slytherin
Lord Voldemort MacFarlan,7,2,Gryffindor
Moony Coote,5,5,Ravenclaw
Bathilda Maxime,16,2,Ravenclaw
Livius Bagshot,1,5,Gryffindor
Gertie Karkaroff,14,2,Ravenclaw
Tom Dolohov,14,3,Ravenclaw
Andrew Helga,5,5,Ravenclaw
Miranda Doreen,6,5,Gryffindor
Marcus Johnson,14,5,Ravenclaw
Arabella Delacour,15,2,Ravenclaw
Wormtail Bagman,8,2,Hufflepuff
Andromeda Vane,8,5,Hufflepuff
Teddy Malfoy,11,6,Hufflepuff
Scabior Whisp,9,4,Slytherin
Bogrod Dippet,16,4,Ravenclaw
Salazar Prang,6,4,Gryffindor
Katie Elphick,15,6,Ravenclaw
John Pettigrew,3,6,Slytherin
Regulus Longbottom,8,3,Hufflepuff
Dedalus Umbridge,16,5,Ravenclaw
Evan Coote,4,3,Slytherin
Marge Gaunt,1,2,Gryffindor
Evan Jigger,3,2,Slytherin
Alastor Warrington,16,3,Ravenclaw
Molly Rosier,14,3,Ravenclaw
Susan Whitby,13,4,Ravenclaw
Daisy Delaney-Podmore,11,4,Hufflepuff
Ludo Sprout,16,4,Ravenclaw
Lucius Black,15,5,Ravenclaw
Frank Imago,15,5,Ravenclaw
Hermione MacNair,9,5,Slytherin
Hermione Bell,11,2,Hufflepuff
Catriona Grindelwald,12,4,Ravenclaw
Millicent Finnigan,14,3,Ravenclaw
Errol Vane,9,5,Slytherin
Rita Hooch,14,3,Ravenclaw
Catriona Delaney-Podmore,4,6,Slytherin
Trevor Vulchanov,7,4,Gryffindor
Demelza Mumps,15,4,Ravenclaw
Angelina McClaggen,7,4,Gryffindor
Scabbers Lovegood,4,2,Slytherin
Marge Keddle,11,4,Hufflepuff
Sirius Helga,11,2,Hufflepuff
Dudley Flitwick,8,2,Hufflepuff
Romilda Peasegood,11,5,Hufflepuff
Helga Umfraville,2,4,Slytherin
Susan Kneen,16,5,Ravenclaw
Zacharias Binns,1,4,Gryffindor
Fat Friar Zograf,14,6,Ravenclaw
Daisy Mimsey-Porpington,9,6,Slytherin
Colin Lynch,9,4,Slytherin
Peeves Mumps,2,3,Slytherin
Dedalus Goyle,4,5,Slytherin
Aberforth Murray,12,4,Ravenclaw
Garrick Hopkirk,5,4,Ravenclaw
Newton Pomfrey,5,6,Ravenclaw
Cliodna Midgeon,5,3,Ravenclaw
Olympe Figg,1,4,Gryffindor
Dirk Bragge,11,3,Hufflepuff
Griphook Mimsey-Porpington,1,4,Gryffindor
Rita Crabbe,16,5,Ravenclaw
Charlie Potter,11,4,Hufflepuff
Peter Midgeon,1,3,Gryffindor
Gilderoy Bode,4,2,Slytherin
Tenebrus Smith,14,4,Ravenclaw
Marietta Diggory,7,5,Gryffindor
Hestia Ravenclaw,11,3,Hufflepuff
Romilda Cattermole,7,6,Gryffindor
Jugson Delacour,15,2,Ravenclaw
Kreacher Volkov,4,3,Slytherin
Phineas Nigellus Granger,6,4,Gryffindor
Gwenog Fortescue,7,2,Gryffindor
Lee Davies,11,6,Hufflepuff
Uric Timms,7,6,Gryffindor
Lavender McGonagall,2,5,Slytherin
Violet Goldstein,8,3,Hufflepuff
Ludo MacMillian,4,4,Slytherin
Uric Rosier,10,5,Hufflepuff
You-Know-Who Kettleburn,6,2,Gryffindor
Evan Peakes,15,3,Ravenclaw
Alberic Midgeon,14,2,Ravenclaw
Cormac Helga,16,3,Ravenclaw
Hugo Moody,16,2,Ravenclaw
Silvanus Clagg,8,2,Hufflepuff
Gilderoy Edgecombe,7,5,Gryffindor
MykewÂ Mostafa,5,6,Ravenclaw
Golgomath Derwent,15,5,Ravenclaw
Merope McLaggen,4,4,Slytherin
Gabrielle Hufflepuff,1,2,Gryffindor
Violet Johnson,5,3,Ravenclaw
Dennis Trimble,1,5,Gryffindor
Ariana Pomfrey,10,6,Hufflepuff
Prongs Zabini,2,6,Slytherin
Ragnok Wood,6,2,Gryffindor
Petunia Kneen,10,4,Hufflepuff
Antonin Whisp,3,4,Slytherin
Charlie Sprout,9,4,Slytherin
Pigwidgeon Flint,2,4,Slytherin
Pius Thicknesse,5,4,Ravenclaw
Wilkie Corner,11,4,Hufflepuff
Aragog Longbottom,15,3,Ravenclaw
Hepzibah Belby,12,6,Ravenclaw
Arthur Crockford,3,2,Slytherin
Fluffy Thicknesse,16,5,Ravenclaw
Amycus Purkiss,15,5,Ravenclaw
You-Know-Who Warbeck,11,5,Hufflepuff
Buckbeak Grubbly-Plank,11,6,Hufflepuff
Bloody Baron Fudge,15,6,Ravenclaw
Rose Coote,4,4,Slytherin
Marge Dippet,7,3,Gryffindor
You-Know-Who Patil,16,3,Ravenclaw
Barnabas the Barmy Volkov,5,4,Ravenclaw
Septima Bode,8,5,Hufflepuff
MykewÂ Hopkirk,15,4,Ravenclaw
Marvolo Prang,4,4,Slytherin
Lisa Goldstein,11,4,Hufflepuff
Evan Prewett,15,3,Ravenclaw
Filius Chang,1,6,Gryffindor
Hamish Lynch,6,2,Gryffindor
Justin Doreen,8,6,Hufflepuff
Anthony Mumps,6,2,Gryffindor
Oliver Filch,14,3,Ravenclaw
Peeves Twycross,1,5,Gryffindor
Molly Hufflepuff,5,6,Ravenclaw
Salazar Ivanova,2,5,Slytherin
Sybill Umbridge,15,2,Ravenclaw
Vernon Jones,10,4,Hufflepuff
Bilius Whisp,8,4,Hufflepuff
Tom Bragge,11,3,Hufflepuff
Cuthbert Jorkins,15,2,Ravenclaw
Gabrielle Rabnott,5,4,Ravenclaw
Nicolas Thickey,10,3,Hufflepuff
Travers Kirke,14,6,Ravenclaw
Piers Coote,10,2,Hufflepuff
Quirinus Hufflepuff,4,3,Slytherin
Madam Rosmerta Robins,6,2,Gryffindor
Cassandra Delaney-Podmore,10,3,Hufflepuff
Sybill Carrow,4,4,Slytherin
Theodore Robins,15,3,Ravenclaw
Emmeline Vector,9,2,Slytherin
Tom Cattermole,6,4,Gryffindor
Catriona McGonagall,14,3,Ravenclaw
Bane Dedalus,16,6,Ravenclaw
Aurora Umfraville,1,4,Gryffindor
Beedle Dolohov,12,4,Ravenclaw
Dolores Robins,11,2,Hufflepuff
Moaning Myrtle Purkiss,4,4,Slytherin
Celestina Higgs,12,3,Ravenclaw
Merlin Goshawk,7,3,Gryffindor
Irma Higgs,2,4,Slytherin
Bartemius Crouch Junior Flitwick,7,4,Gryffindor
Evan Mimsey-Porpington,3,4,Slytherin
Scorpius Gudgeon,12,4,Ravenclaw
Nagini Polkiss,15,2,Ravenclaw
Bogrod Pince,4,4,Slytherin
Gwendolyn Peakes,4,5,Slytherin
Malkin Thicknesse,11,5,Hufflepuff
Godric Jones,5,5,Ravenclaw
Ludo Pince,1,6,Gryffindor
Cornelius Jigger,13,5,Ravenclaw
Dean Bagshot,2,4,Slytherin
Dobby Finch-Fletchley,16,4,Ravenclaw
Mafalda Fortescue,14,5,Ravenclaw
Minerva Gregorovitch,13,3,Ravenclaw
Winky Riddle,16,2,Ravenclaw
Livius Flitwick,10,5,Hufflepuff
Rolanda Black,11,4,Hufflepuff
Rolanda Bell,2,4,Slytherin
Avery Purkiss,11,5,Hufflepuff
Lisa Skeeter,2,4,Slytherin
Ptolemy Keddle,1,5,Gryffindor
Charity Rabnott,10,3,Hufflepuff
Goodwin Trelawney,13,2,Ravenclaw
Ritchie Cresswell,13,3,Ravenclaw
Peeves Cattermole,1,2,Gryffindor
Reginald Parkinson,9,2,Slytherin
Vaisey Pettigrew,12,2,Ravenclaw
Wilbert Gudgeon,16,2,Ravenclaw
Modesty Bode,13,4,Ravenclaw
Moony Johnson,6,6,Gryffindor
Gertie Zabini,13,4,Ravenclaw
Amycus Zeller,2,4,Slytherin
Malkin Jordan,14,5,Ravenclaw
Errol Crouch,12,3,Ravenclaw
Bartemius Crouch Junior Bulstrode,16,2,Ravenclaw
Morgana Filch,13,2,Ravenclaw
Tenebrus Bulstrode,3,3,Slytherin
Yaxley Moody,9,4,Slytherin
Winky Chang,3,5,Slytherin
Albus percival Wulfric Brian Hooch,12,4,Ravenclaw
You-Know-Who Pomfrey,11,2,Hufflepuff
Bathilda Podmore,15,3,Ravenclaw
Septima Hopkirk,12,2,Ravenclaw
Igor Finnigan,16,3,Ravenclaw
Wendy Goldstein,10,4,Hufflepuff
Dirk Dedalus,16,5,Ravenclaw
Filius Dedalus,4,3,Slytherin
Ragnok Timms,4,5,Slytherin
Aunt Marge Binns,14,3,Ravenclaw
Vaisey Dumbledore,9,2,Slytherin
Gladys Clagg,11,6,Hufflepuff
Charity Umfraville,14,2,Ravenclaw
Dobby Clearwater,7,2,Gryffindor
Kingsley Malfoy,12,6,Ravenclaw
Godric Bagnold,14,5,Ravenclaw
Rolanda Goyle,16,4,Ravenclaw
Michael Lovegood,11,3,Hufflepuff
Celestina Tonks,10,2,Hufflepuff
Quentin Bell,5,5,Ravenclaw
Barberus Bones,3,6,Slytherin
Edgar Hufflepuff,12,5,Ravenclaw
Nagini Ivanova,2,3,Slytherin
Elfrida Burbage,1,4,Gryffindor
Pomona Keddle,11,3,Hufflepuff
Norbert Chang,9,5,Slytherin
Filius Peverell,12,4,Ravenclaw
Helena Whisp,4,3,Slytherin
Terence Crabbe,15,2,Ravenclaw
Phineas Nigellus Whisp,5,2,Ravenclaw
Lee Twycross,14,3,Ravenclaw
Thomas Warrington,3,6,Slytherin
Draco Diggle,10,5,Hufflepuff
Merope MacFarlan,9,6,Slytherin
Mafalda Patil,5,3,Ravenclaw
Wilhelmina Diggle,15,3,Ravenclaw
Phineas Nigellus Jigger,16,6,Ravenclaw
Cedric Umfraville,1,6,Gryffindor
Scabbers Bryce,6,3,Gryffindor
Andrew Hopkirk,3,5,Slytherin
Inigo Granger,16,2,Ravenclaw
Ginny Lupin,4,3,Slytherin
Gladys Warrington,12,5,Ravenclaw
Wilbert Rabnott,7,6,Gryffindor
Kendra Helga,7,6,Gryffindor
Ripper Slughorn,8,6,Hufflepuff
Dobby Purkiss,4,5,Slytherin
Aidan Jorkins,2,2,Slytherin
Dilys Robins,12,2,Ravenclaw
Bathilda Corner,15,5,Ravenclaw
Godric Delacour,2,4,Slytherin
Snuffles Bagman,10,4,Hufflepuff
Kennilworthy Peasegood,14,5,Ravenclaw
Percy Twycross,1,2,Gryffindor
Argus Flitwick,13,5,Ravenclaw
Dudley Kirke,9,5,Slytherin
Bob Lynch,1,4,Gryffindor
Ignotus Abbott,16,6,Ravenclaw
Edgar Weasley,3,5,Slytherin
Reginald Keddle,14,4,Ravenclaw
Kennilworthy Gudgeon,15,3,Ravenclaw
Buckbeak Murray,12,3,Ravenclaw
Andrew Imago,9,6,Slytherin
Teddy Goldstein,6,3,Gryffindor
Emmeline Switch,13,5,Ravenclaw
Hannah Pettigrew,3,3,Slytherin
Hugo McGonagall,13,5,Ravenclaw
Remus Polkiss,2,5,Slytherin
Janus Robins,12,3,Ravenclaw
Rosmerta Prewett,1,6,Gryffindor
Colin Malfoy,7,3,Gryffindor
Ariana Fudge,7,4,Gryffindor
Catriona Prewett,7,4,Gryffindor
Bathilda Sprout,14,3,Ravenclaw
Emmeline Karkaroff,2,3,Slytherin
Cedric Malfoy,2,3,Slytherin
Travers Filch,7,5,Gryffindor
Anthony Ivanova,11,5,Hufflepuff
Pansy Longbottom,5,3,Ravenclaw
Olympe Snape,1,4,Gryffindor
Ivan Evans,14,4,Ravenclaw
Elladora Flitwick,9,2,Slytherin
James MacFarlan,7,5,Gryffindor
Jimmy Gaunt,16,2,Ravenclaw
Circe Slughorn,8,4,Hufflepuff
Dirk Higgs,16,3,Ravenclaw
Ludo Trelawney,12,6,Ravenclaw
Gregory Prewett,9,6,Slytherin
Walden Jigger,12,3,Ravenclaw
Wormtail Clearwater,1,3,Gryffindor
Cormac Dumbledore,14,6,Ravenclaw
Phineas Nigellus Robins,2,6,Slytherin
Petunia Twycross,7,2,Gryffindor
Ron Parkinson,14,6,Ravenclaw
Wilbert Meliflua,12,3,Ravenclaw
Phineas Nigellus Doreen,15,2,Ravenclaw
Lavender Mundungus,5,5,Ravenclaw
Celestina Jones,12,6,Ravenclaw
Rubeus Edgecombe,3,6,Slytherin
Demelza Evans,8,6,Hufflepuff
Ragnok Hopkirk,12,4,Ravenclaw
Inigo Flint,12,6,Ravenclaw
Susan Doge,16,4,Ravenclaw
Clara Pince,12,3,Ravenclaw
Dudley Whitby,16,2,Ravenclaw
Igor Brown,12,2,Ravenclaw
Hassan McLaggen,13,5,Ravenclaw
Regulus Evans,15,5,Ravenclaw
Madam Poppy Diggle,13,3,Ravenclaw
Arcturus Morgan,1,6,Gryffindor
Cedric Ravenclaw,4,6,Slytherin
Edgar Cresswell,8,5,Hufflepuff
Alicia Quirke,9,2,Slytherin
Dirk Clearwater,16,5,Ravenclaw
Hokey Krum,5,2,Ravenclaw
Rowena Jorkins,6,4,Gryffindor
Kevin Thicknesse,2,3,Slytherin
Percy Zograf,9,5,Slytherin
Reginald Bulstrode,2,4,Slytherin
Bartemius Gudgeon,9,5,Slytherin
Ted Murray,12,2,Ravenclaw
Gwendolyn Maxime,4,3,Slytherin
Justin Moody,2,2,Slytherin
Ariana Crouch,8,3,Hufflepuff
Theodore Slughorn,6,6,Gryffindor
Travers Rookwood,12,2,Ravenclaw
Violet Doge,12,4,Ravenclaw
Thomas Dumbledore,16,6,Ravenclaw
Fang Bode,11,3,Hufflepuff
Stubby Vulchanov,10,5,Hufflepuff
Nagini Dumbledore,5,5,Ravenclaw
Gladys Pettigrew,12,5,Ravenclaw
MykewÂ Smith,5,6,Ravenclaw
Alicia Carrow,3,5,Slytherin
Molly Quirrell,3,6,Slytherin
Arthur Riddle,5,5,Ravenclaw
Fang Turpin,10,5,Hufflepuff
Eloise Lovegood,12,2,Ravenclaw
Doris Finch-Fletchley,3,3,Slytherin
Livius Filch,10,5,Hufflepuff
Rowena Oswald,9,5,Slytherin
Circe Oswald,1,5,Gryffindor
Sirius Hopkirk,10,6,Hufflepuff
Bathilda Bragge,10,2,Hufflepuff
Hestia Skeeter,13,6,Ravenclaw
Gregory Evans,5,3,Ravenclaw
Piers Turpin,14,2,Ravenclaw
Argus Vane,10,4,Hufflepuff
Parvati Johnson,7,2,Gryffindor
Gellert Meliflua,13,5,Ravenclaw
Alice Wood,8,3,Hufflepuff
Evan Edgecombe,8,3,Hufflepuff
Fred Thickey,15,6,Ravenclaw
John Pomfrey,8,3,Hufflepuff
Kreacher Finnigan,16,2,Ravenclaw
Uric Shacklebolt,16,5,Ravenclaw
Norbert Parkinson,15,5,Ravenclaw
Oliver Rosier,15,6,Ravenclaw
Pigwidgeon Bragge,13,3,Ravenclaw
Ragnok Zeller,7,2,Gryffindor
Patrick Edgecombe,8,2,Hufflepuff
Vernon Grunnion,4,2,Slytherin
Grawp Ollivander,13,5,Ravenclaw
Cedric Peakes,5,3,Ravenclaw
Elphias Marchbanks,13,6,Ravenclaw
Dirk McClaggen,1,4,Gryffindor
Bellatrix MacMillian,16,2,Ravenclaw
Augustus Cresswell,16,3,Ravenclaw
Romilda Robins,3,2,Slytherin
Alphard Morgan,13,6,Ravenclaw
Emmeline Flitwick,16,4,Ravenclaw
Sturgis Zograf,14,5,Ravenclaw
Angelina Vulchanov,7,6,Gryffindor
Hassan Crouch,3,2,Slytherin
Ivan Ogden,14,3,Ravenclaw
Lisa Clearwater,15,4,Ravenclaw
Rita Granger,2,3,Slytherin
Wendelin Umfraville,15,2,Ravenclaw
Arcturus Imago,8,5,Hufflepuff
Gilderoy Millicent,1,2,Gryffindor
Rose McLaggen,5,3,Ravenclaw
Quigley Polkiss,8,3,Hufflepuff
Bogrod Zograf,11,4,Hufflepuff
Gellert MacNair,8,2,Hufflepuff
Bathilda Carrow,8,5,Hufflepuff
Hermione Helga,6,4,Gryffindor
Ignotus Goldstein,2,5,Slytherin
Wormtail Tonks,12,4,Ravenclaw
Ernie Kettleburn,12,5,Ravenclaw
Aidan Warrington,10,2,Hufflepuff
Peter Flint,3,5,Slytherin
Travers Smith,16,5,Ravenclaw
Padfoot Grunnion,15,6,Ravenclaw
Griselda Nott,14,2,Ravenclaw
Barberus Coote,15,6,Ravenclaw
Harry Bell,6,5,Gryffindor
Fawkes Parkinson,10,2,Hufflepuff
Avery Hooch,1,3,Gryffindor
Quigley Weasley,3,2,Slytherin
Pius Crockford,1,6,Gryffindor
Reginald Pince,14,6,Ravenclaw
Padfoot Higgs,11,5,Hufflepuff
Gladys Clearwater,9,5,Slytherin
Terence Ravenclaw,4,4,Slytherin
Susan Flitwick,6,6,Gryffindor
Arcturus ,5,6,Ravenclaw
Janus Black,7,3,Gryffindor
George Dumbledore,1,3,Gryffindor
Wilbert Dumbledore,9,3,Slytherin
Golgomath Prince,13,5,Ravenclaw
Kreacher Whitby,14,2,Ravenclaw
Cassandra Gregorovitch,6,3,Gryffindor
Madam Poppy MacFarlan,13,3,Ravenclaw
Pigwidgeon Thickey,13,2,Ravenclaw
Wendy Bryce,16,5,Ravenclaw
Gertie Rabnott,2,3,Slytherin
Dirk Rosier,2,3,Slytherin
Merlin Delaney-Podmore,11,4,Hufflepuff
Godric Mumps,4,5,Slytherin
Dilys Trelawney,8,6,Hufflepuff
Ludo Flitwick,16,3,Ravenclaw
Ptolemy Kneen,1,2,Gryffindor
Scabbers Lockhart,1,3,Gryffindor
Bilius Ogden,2,3,Slytherin
Padma Chang,13,6,Ravenclaw
Kennilworthy Kneen,3,5,Slytherin
Victoire Gregorovitch,14,2,Ravenclaw
Padfoot Grindelwald,2,2,Slytherin
Vincent Bode,14,2,Ravenclaw
Hokey Lynch,12,5,Ravenclaw
Morgana Umbridge,7,5,Gryffindor
Quentin Meliflua,14,3,Ravenclaw
Thomas Diggory,10,6,Hufflepuff
Alastor Jordan,9,2,Slytherin
Padma Bode,5,5,Ravenclaw
Zacharias Bagman,4,3,Slytherin
Phyllida Umbridge,13,2,Ravenclaw
Angelina Skeeter,13,5,Ravenclaw
Elphias Slinkhard,9,3,Slytherin
Golgomath Pomfrey,14,4,Ravenclaw
Fred Peverell,14,6,Ravenclaw
Jimmy Prince,2,5,Slytherin
Avery Davies,15,5,Ravenclaw
Inigo Krum,7,2,Gryffindor
Kreacher Zeller,2,4,Slytherin
Lord Voldemort Riddle,11,4,Hufflepuff
Patrick Dawlish,10,3,Hufflepuff
Yaxley Filch,7,6,Gryffindor
Karkus Potter,4,3,Slytherin
MykewÂ Patil,1,4,Gryffindor
Livius Peverell,9,4,Slytherin
Alberic Turpin,3,6,Slytherin
Miranda Jordan,14,6,Ravenclaw
Alecto Switch,8,5,Hufflepuff
Pansy MacNair,7,3,Gryffindor
Bartemius Crouch Junior Hagrid,6,5,Gryffindor
Quentin Perks,12,6,Ravenclaw
Bartemius Hufflepuff,13,4,Ravenclaw
Bartemius Dolohov,7,5,Gryffindor
Hermes Umbridge,3,4,Slytherin
The Grey Lady Marchbanks,12,3,Ravenclaw
Rita Umfraville,16,3,Ravenclaw
Quentin MacFarlan,3,5,Slytherin
Fingal the Fearless Bragge,16,3,Ravenclaw
Bathilda Prang,9,6,Slytherin
Nymphadora Flitwick,7,6,Gryffindor
Ronan Keddle,15,3,Ravenclaw
Ptolemy Patil,4,3,Slytherin
Victoire Hopkirk,1,3,Gryffindor
Katie Johnson,7,5,Gryffindor
Alicia Dawlish,16,6,Ravenclaw
Orla Jigger,5,5,Ravenclaw
Alecto Meliflua,11,4,Hufflepuff
Scorpius Murray,13,6,Ravenclaw
Aunt Marge Umfraville,9,6,Slytherin
Antonin Warbeck,11,5,Hufflepuff
Wilbert Murray,9,4,Slytherin
Snuffles Fudge,3,2,Slytherin
Quigley Corner,7,2,Gryffindor
Magorian Goshawk,12,5,Ravenclaw
Tom Moody,10,5,Hufflepuff
Marietta Turpin,13,4,Ravenclaw
Mundungus Mimsey-Porpington,3,6,Slytherin
Malkin Boardman,15,2,Ravenclaw
Dudley Zeller,9,4,Slytherin
Cuthbert Meliflua,4,5,Slytherin
Gilderoy Whitby,11,6,Hufflepuff
Errol Burbage,6,2,Gryffindor
Aurora Filch,12,6,Ravenclaw
Fat Friar Jones,8,6,Hufflepuff
Gellert Gaunt,9,4,Slytherin
Norbert Doge,2,5,Slytherin
Malkin Jones,13,4,Ravenclaw
Dennis Zograf,3,3,Slytherin
Sirius Lupin,15,5,Ravenclaw
Irma Crabbe,12,4,Ravenclaw
Barberus Dedalus,11,2,Hufflepuff
Amycus Meliflua,12,3,Ravenclaw
Ernie Flint,14,2,Ravenclaw
Quintius Umbridge,14,3,Ravenclaw
Modesty Nott,10,6,Hufflepuff
Andromeda Bode,3,5,Slytherin
Rita Delaney-Podmore,11,2,Hufflepuff
Winky Volkov,14,3,Ravenclaw
Ginny Goldstein,3,2,Slytherin
Firenze Podmore,4,5,Slytherin
Molly Peasegood,12,5,Ravenclaw
Adalbert Bagnold,10,4,Hufflepuff
Angelina Lupin,13,6,Ravenclaw
Charlie Quirke,1,3,Gryffindor
Quirinus Higgs,1,3,Gryffindor
Miranda Grubbly-Plank,13,6,Ravenclaw
Parvati Helga,15,3,Ravenclaw
Wilfred Doge,7,3,Gryffindor
Wendelin Keddle,16,4,Ravenclaw
George Crabbe,13,2,Ravenclaw
Catriona Clearwater,10,6,Hufflepuff
Hannah Dedalus,1,4,Gryffindor
Marge Johnson,1,6,Gryffindor
Gwendolyn Elphick,13,4,Ravenclaw
Bloody Baron Mundungus,15,3,Ravenclaw
Firenze Switch,13,6,Ravenclaw
Kennilworthy Bagnold,5,6,Ravenclaw
Hannah Flitwick,11,6,Hufflepuff
Elfrida Imago,15,6,Ravenclaw
Aidan Thickey,15,5,Ravenclaw
Dean Carrow,5,3,Ravenclaw
Amycus Finch-Fletchley,11,2,Hufflepuff
Oblansk Kettleburn,6,2,Gryffindor
Horace Jones,5,2,Ravenclaw
Andromeda Carrow,9,3,Slytherin
Fingal the Fearless Grindelwald,3,6,Slytherin
Helena Rosier,16,4,Ravenclaw
Silvanus Burbage,16,6,Ravenclaw
Alastor Slytherin,7,6,Gryffindor
Ginny Quirrell,11,3,Hufflepuff
Hamish Quirke,8,3,Hufflepuff
Winky Rabnott,16,4,Ravenclaw
Fred Helga,14,3,Ravenclaw
Bozo MacNair,10,5,Hufflepuff
Pomona Elphick,1,5,Gryffindor
Theodore Doreen,2,4,Slytherin
Ignotus McClaggen,4,4,Slytherin
Mundungus Zabini,2,5,Slytherin
Gertie Fudge,11,3,Hufflepuff
Charity Finnigan,6,2,Gryffindor
Hestia Peverell,9,3,Slytherin
Aidan Brown,14,4,Ravenclaw
Dedalus Thicknesse,14,5,Ravenclaw
Hamish Vector,2,6,Slytherin
Ritchie Edgecombe,16,4,Ravenclaw
Adalbert Gregorovitch,6,2,Gryffindor
Orla Mundungus,16,3,Ravenclaw
Uric Bulstrode,9,3,Slytherin
Pomona Evans,1,6,Gryffindor
Minerva Dolohov,7,4,Gryffindor
Arabella Peakes,1,4,Gryffindor
Septima Volkov,10,6,Hufflepuff
Travers Bragge,7,2,Gryffindor
Cornelius MacFarlan,5,2,Ravenclaw
Florean Whisp,9,4,Slytherin
Firenze Jordan,5,4,Ravenclaw
Gertie Keddle,8,4,Hufflepuff
Scorpius Flitwick,11,4,Hufflepuff
Alastor Trelawney,7,2,Gryffindor
Avery Crabbe,5,6,Ravenclaw
Michael Weasley,4,2,Slytherin
Moony Lestrange,5,4,Ravenclaw
Severus MacFarlan,13,5,Ravenclaw
Errol Corner,9,3,Slytherin
Barberus Goldstein,15,6,Ravenclaw
Fang Belby,13,5,Ravenclaw
Bellatrix Bryce,4,6,Slytherin
Alice Bagshot,14,4,Ravenclaw
Oliver Evans,7,2,Gryffindor
Griphook Delacour,7,3,Gryffindor
Seamus Volkov,11,5,Hufflepuff
Oblansk Karkaroff,16,4,Ravenclaw
Scorpius Volkov,12,5,Ravenclaw
Wilhelmina Brown,12,2,Ravenclaw
Filius Doreen,4,6,Slytherin
Penelope Murray,5,4,Ravenclaw
Theodore Dawlish,8,2,Hufflepuff
Agrippa Finch-Fletchley,13,3,Ravenclaw
Horace Derwent,13,3,Ravenclaw
Colin Warrington,16,4,Ravenclaw
Cedric Trimble,6,6,Gryffindor
Winky Patil,6,2,Gryffindor
Bane Riddle,5,6,Ravenclaw
Rubeus Vulchanov,3,6,Slytherin
Helena Quirke,6,4,Gryffindor
Teddy McGonagall,13,3,Ravenclaw
Thomas Krum,8,6,Hufflepuff
Dobby Volkov,1,2,Gryffindor
Troy Ollivander,4,3,Slytherin
Orla Delaney-Podmore,16,5,Ravenclaw
Kingsley Binns,8,5,Hufflepuff
Vaisey Delaney-Podmore,13,2,Ravenclaw
Cuthbert Dippet,11,6,Hufflepuff
Broderick Bragge,1,2,Gryffindor
Fred Riddle,15,5,Ravenclaw
Moony Podmore,1,3,Gryffindor
Vernon Peasegood,9,3,Slytherin
Augusta Pince,9,5,Slytherin
